CMDLINE /usr/local/opt/python@2/bin/python2.7 test_lib2.py
MEM 91.011719 1543731214.5694
MEM 91.011719 1543731214.6707
MEM 91.011719 1543731214.7759
MEM 91.011719 1543731214.8761
MEM 91.011719 1543731214.9813
MEM 91.011719 1543731215.0815
MEM 91.011719 1543731215.1861
MEM 91.011719 1543731215.2893
MEM 91.011719 1543731215.3926
MEM 91.011719 1543731215.4929
MEM 91.011719 1543731215.5931
MEM 91.011719 1543731215.6937
MEM 91.011719 1543731215.7988
MEM 91.011719 1543731215.9039
MEM 91.011719 1543731216.0084
MEM 91.011719 1543731216.1092
MEM 91.011719 1543731216.2095
MEM 91.011719 1543731216.3128
MEM 91.011719 1543731216.4145
MEM 91.011719 1543731216.5181
MEM 91.011719 1543731216.6191
MEM 91.011719 1543731216.7243
MEM 91.011719 1543731216.8262
MEM 91.011719 1543731216.9314
MEM 91.011719 1543731217.0359
MEM 91.011719 1543731217.1363
MEM 91.011719 1543731217.2365
MEM 91.011719 1543731217.3405
MEM 91.011719 1543731217.4409
MEM 91.011719 1543731217.5424
MEM 91.011719 1543731217.6432
MEM 91.015625 1543731217.7448
MEM 91.015625 1543731217.8484
MEM 91.015625 1543731217.9531
MEM 91.015625 1543731218.0536
MEM 91.015625 1543731218.1578
MEM 91.015625 1543731218.2608
MEM 91.015625 1543731218.3661
MEM 91.015625 1543731218.4706
MEM 91.015625 1543731218.5758
MEM 91.015625 1543731218.6809
MEM 91.015625 1543731218.7821
MEM 91.015625 1543731218.8872
MEM 91.015625 1543731218.9922
MEM 91.015625 1543731219.0974
MEM 91.015625 1543731219.2017
MEM 91.015625 1543731219.3023
MEM 91.015625 1543731219.4033
MEM 91.015625 1543731219.5081
MEM 91.015625 1543731219.6103
MEM 91.015625 1543731219.7154
MEM 91.015625 1543731219.8199
MEM 91.015625 1543731219.9233
MEM 91.015625 1543731220.0259
MEM 91.015625 1543731220.1270
MEM 91.015625 1543731220.2293
MEM 91.015625 1543731220.3325
MEM 91.015625 1543731220.4334
MEM 91.015625 1543731220.5366
MEM 91.015625 1543731220.6368
MEM 91.015625 1543731220.7370
MEM 91.015625 1543731220.8418
MEM 91.015625 1543731220.9470
MEM 91.015625 1543731221.0500
MEM 91.015625 1543731221.1535
MEM 91.015625 1543731221.2587
MEM 91.015625 1543731221.3605
MEM 91.015625 1543731221.4657
MEM 91.015625 1543731221.5701
MEM 91.015625 1543731221.6754
MEM 91.015625 1543731221.7772
MEM 91.015625 1543731221.8774
MEM 91.015625 1543731221.9825
MEM 91.015625 1543731222.0868
MEM 91.015625 1543731222.1920
MEM 91.015625 1543731222.2955
MEM 91.015625 1543731222.3972
MEM 91.015625 1543731222.5021
MEM 91.015625 1543731222.6058
MEM 91.015625 1543731222.7107
MEM 91.015625 1543731222.8147
MEM 91.015625 1543731222.9174
MEM 91.015625 1543731223.0203
MEM 91.015625 1543731223.1253
MEM 91.015625 1543731223.2274
MEM 91.015625 1543731223.3306
MEM 91.015625 1543731223.4309
MEM 91.015625 1543731223.5311
MEM 91.015625 1543731223.6322
MEM 91.015625 1543731223.7370
MEM 91.015625 1543731223.8422
MEM 91.015625 1543731223.9443
MEM 91.015625 1543731224.0459
MEM 91.015625 1543731224.1473
MEM 91.015625 1543731224.2523
MEM 91.015625 1543731224.3563
MEM 91.015625 1543731224.4583
MEM 91.015625 1543731224.5593
MEM 91.015625 1543731224.6610
MEM 91.015625 1543731224.7612
MEM 91.015625 1543731224.8638
MEM 91.015625 1543731224.9683
MEM 91.015625 1543731225.0704
MEM 91.015625 1543731225.1706
MEM 91.015625 1543731225.2767
MEM 91.015625 1543731225.3778
MEM 91.015625 1543731225.4791
MEM 91.015625 1543731225.5842
MEM 91.015625 1543731225.6872
MEM 91.015625 1543731225.7916
MEM 91.015625 1543731225.8947
MEM 91.015625 1543731225.9998
MEM 91.015625 1543731226.1037
MEM 91.015625 1543731226.2043
MEM 91.015625 1543731226.3080
MEM 91.015625 1543731226.4082
MEM 91.015625 1543731226.5092
MEM 91.015625 1543731226.6112
MEM 91.015625 1543731226.7137
MEM 91.015625 1543731226.8145
MEM 91.015625 1543731226.9196
MEM 91.015625 1543731227.0207
MEM 91.015625 1543731227.1245
MEM 91.015625 1543731227.2248
MEM 91.015625 1543731227.3280
MEM 91.015625 1543731227.4303
MEM 91.015625 1543731227.5312
MEM 91.015625 1543731227.6336
MEM 91.015625 1543731227.7388
MEM 91.015625 1543731227.8414
MEM 91.015625 1543731227.9466
MEM 91.015625 1543731228.0469
MEM 91.015625 1543731228.1520
MEM 91.015625 1543731228.2528
MEM 91.015625 1543731228.3532
MEM 91.015625 1543731228.4535
MEM 91.015625 1543731228.5581
MEM 91.015625 1543731228.6615
MEM 91.015625 1543731228.7666
MEM 91.015625 1543731228.8669
MEM 91.015625 1543731228.9720
MEM 91.015625 1543731229.0768
MEM 91.015625 1543731229.1814
MEM 91.015625 1543731229.2866
MEM 91.015625 1543731229.3876
MEM 91.015625 1543731229.4902
MEM 91.015625 1543731229.5913
MEM 91.066406 1543731229.6964
MEM 91.066406 1543731229.7980
MEM 91.066406 1543731229.9002
MEM 91.066406 1543731230.0036
MEM 91.066406 1543731230.1039
MEM 91.066406 1543731230.2049
MEM 91.066406 1543731230.3091
MEM 91.066406 1543731230.4127
MEM 91.066406 1543731230.5135
MEM 91.066406 1543731230.6171
MEM 91.066406 1543731230.7223
MEM 91.066406 1543731230.8256
MEM 91.066406 1543731230.9285
MEM 91.066406 1543731231.0303
MEM 91.066406 1543731231.1326
MEM 91.066406 1543731231.2364
MEM 91.066406 1543731231.3380
MEM 91.066406 1543731231.4398
MEM 91.066406 1543731231.5431
MEM 91.066406 1543731231.6453
MEM 91.066406 1543731231.7476
MEM 91.066406 1543731231.8528
MEM 91.066406 1543731231.9546
MEM 91.066406 1543731232.0598
MEM 91.066406 1543731232.1620
MEM 91.066406 1543731232.2646
MEM 91.066406 1543731232.3698
MEM 91.066406 1543731232.4704
MEM 91.066406 1543731232.5755
MEM 91.066406 1543731232.6801
MEM 91.066406 1543731232.7841
MEM 91.066406 1543731232.8881
MEM 91.066406 1543731232.9933
MEM 91.066406 1543731233.0955
MEM 91.066406 1543731233.1981
MEM 91.066406 1543731233.3003
MEM 91.066406 1543731233.4021
MEM 91.066406 1543731233.5025
MEM 91.066406 1543731233.6049
MEM 91.066406 1543731233.7089
MEM 91.066406 1543731233.8109
MEM 91.066406 1543731233.9148
MEM 91.066406 1543731234.0165
MEM 91.066406 1543731234.1193
MEM 91.066406 1543731234.2215
MEM 91.066406 1543731234.3242
MEM 91.066406 1543731234.4294
MEM 91.066406 1543731234.5346
MEM 91.066406 1543731234.6382
MEM 91.066406 1543731234.7384
MEM 91.066406 1543731234.8436
MEM 91.066406 1543731234.9457
MEM 91.066406 1543731235.0467
MEM 91.066406 1543731235.1519
MEM 91.066406 1543731235.2550
MEM 91.066406 1543731235.3601
MEM 91.066406 1543731235.4653
MEM 91.066406 1543731235.5700
MEM 91.066406 1543731235.6717
MEM 91.066406 1543731235.7762
MEM 91.066406 1543731235.8783
MEM 91.066406 1543731235.9791
MEM 91.066406 1543731236.0843
MEM 91.066406 1543731236.1895
MEM 91.066406 1543731236.2925
MEM 91.066406 1543731236.3968
MEM 91.070312 1543731236.4974
MEM 91.070312 1543731236.5992
MEM 91.070312 1543731236.7033
MEM 91.070312 1543731236.8051
MEM 91.070312 1543731236.9103
MEM 91.070312 1543731237.0134
MEM 91.070312 1543731237.1143
MEM 91.070312 1543731237.2160
MEM 91.070312 1543731237.3193
MEM 91.070312 1543731237.4197
MEM 91.070312 1543731237.5240
MEM 91.070312 1543731237.6291
MEM 91.070312 1543731237.7295
MEM 91.070312 1543731237.8320
MEM 91.070312 1543731237.9335
MEM 91.070312 1543731238.0351
MEM 91.070312 1543731238.1390
MEM 91.070312 1543731238.2441
MEM 91.070312 1543731238.3458
MEM 91.070312 1543731238.4462
MEM 91.070312 1543731238.5464
MEM 91.070312 1543731238.6473
MEM 91.070312 1543731238.7524
MEM 91.070312 1543731238.8525
MEM 91.070312 1543731238.9555
MEM 91.070312 1543731239.0566
MEM 91.070312 1543731239.1571
MEM 91.070312 1543731239.2622
MEM 91.070312 1543731239.3669
MEM 91.070312 1543731239.4675
MEM 91.070312 1543731239.5722
MEM 91.070312 1543731239.6737
MEM 91.070312 1543731239.7754
MEM 91.070312 1543731239.8799
MEM 91.070312 1543731239.9812
MEM 91.070312 1543731240.0864
MEM 91.070312 1543731240.1870
MEM 91.070312 1543731240.2925
MEM 91.070312 1543731240.3931
MEM 91.070312 1543731240.4965
MEM 91.070312 1543731240.5969
MEM 91.070312 1543731240.7019
MEM 91.070312 1543731240.8063
MEM 91.070312 1543731240.9070
MEM 91.070312 1543731241.0073
MEM 91.070312 1543731241.1087
MEM 91.070312 1543731241.2103
MEM 91.070312 1543731241.3132
MEM 91.070312 1543731241.4151
MEM 91.070312 1543731241.5166
MEM 91.070312 1543731241.6199
MEM 91.070312 1543731241.7224
MEM 91.070312 1543731241.8232
MEM 91.070312 1543731241.9284
MEM 91.070312 1543731242.0292
MEM 91.070312 1543731242.1324
MEM 91.070312 1543731242.2326
MEM 91.070312 1543731242.3367
MEM 91.070312 1543731242.4405
MEM 91.070312 1543731242.5457
MEM 91.070312 1543731242.6508
MEM 91.070312 1543731242.7520
MEM 91.070312 1543731242.8533
MEM 91.070312 1543731242.9535
MEM 91.070312 1543731243.0541
MEM 91.070312 1543731243.1593
MEM 91.070312 1543731243.2636
MEM 91.070312 1543731243.3638
MEM 91.070312 1543731243.4644
MEM 91.070312 1543731243.5666
MEM 91.070312 1543731243.6696
MEM 91.070312 1543731243.7698
MEM 91.070312 1543731243.8749
MEM 91.070312 1543731243.9751
MEM 91.070312 1543731244.0803
MEM 91.070312 1543731244.1854
MEM 91.070312 1543731244.2919
MEM 91.070312 1543731244.3967
MEM 91.070312 1543731244.5018
MEM 91.070312 1543731244.6031
MEM 91.070312 1543731244.7060
MEM 91.070312 1543731244.8065
MEM 91.070312 1543731244.9097
MEM 91.070312 1543731245.0133
MEM 91.070312 1543731245.1185
MEM 91.070312 1543731245.2220
MEM 91.070312 1543731245.3251
MEM 91.070312 1543731245.4288
MEM 91.070312 1543731245.5305
MEM 91.070312 1543731245.6328
MEM 91.070312 1543731245.7356
MEM 91.070312 1543731245.8364
MEM 91.070312 1543731245.9397
MEM 91.070312 1543731246.0449
MEM 91.070312 1543731246.1472
MEM 91.070312 1543731246.2533
MEM 91.070312 1543731246.3535
MEM 91.070312 1543731246.4586
MEM 91.070312 1543731246.5605
MEM 91.070312 1543731246.6639
MEM 91.070312 1543731246.7663
MEM 91.070312 1543731246.8697
MEM 91.070312 1543731246.9729
MEM 91.070312 1543731247.0750
MEM 91.070312 1543731247.1802
MEM 91.070312 1543731247.2807
MEM 91.070312 1543731247.3816
MEM 91.070312 1543731247.4868
MEM 91.070312 1543731247.5888
MEM 91.070312 1543731247.6897
MEM 91.070312 1543731247.7898
MEM 91.070312 1543731247.8901
MEM 91.070312 1543731247.9903
MEM 91.070312 1543731248.0944
MEM 91.070312 1543731248.1993
MEM 91.070312 1543731248.3030
MEM 91.070312 1543731248.4032
MEM 91.070312 1543731248.5083
MEM 91.070312 1543731248.6136
MEM 91.070312 1543731248.7187
MEM 91.070312 1543731248.8231
MEM 91.070312 1543731248.9233
MEM 91.070312 1543731249.0250
MEM 91.070312 1543731249.1302
MEM 91.070312 1543731249.2306
MEM 91.070312 1543731249.3310
MEM 91.070312 1543731249.4341
MEM 91.070312 1543731249.5346
MEM 91.070312 1543731249.6363
MEM 91.070312 1543731249.7398
MEM 91.070312 1543731249.8400
MEM 91.070312 1543731249.9427
MEM 91.070312 1543731250.0477
MEM 91.070312 1543731250.1529
MEM 91.070312 1543731250.2566
MEM 91.070312 1543731250.3616
MEM 91.070312 1543731250.4667
MEM 91.070312 1543731250.5718
MEM 91.070312 1543731250.6731
MEM 91.070312 1543731250.7738
MEM 91.070312 1543731250.8749
MEM 91.070312 1543731250.9779
MEM 91.070312 1543731251.0812
MEM 91.070312 1543731251.1855
MEM 91.070312 1543731251.2881
MEM 91.070312 1543731251.3901
MEM 91.070312 1543731251.4953
MEM 91.070312 1543731251.5979
MEM 91.070312 1543731251.7001
MEM 91.070312 1543731251.8029
MEM 91.070312 1543731251.9068
MEM 91.070312 1543731252.0072
MEM 91.070312 1543731252.1123
MEM 91.070312 1543731252.2146
MEM 91.070312 1543731252.3147
MEM 91.070312 1543731252.4199
MEM 91.070312 1543731252.5249
MEM 91.070312 1543731252.6300
MEM 91.070312 1543731252.7313
MEM 91.070312 1543731252.8365
MEM 91.070312 1543731252.9402
MEM 91.070312 1543731253.0412
MEM 91.070312 1543731253.1463
MEM 91.070312 1543731253.2504
MEM 91.070312 1543731253.3506
MEM 91.070312 1543731253.4558
MEM 91.070312 1543731253.5568
MEM 91.070312 1543731253.6573
MEM 91.070312 1543731253.7577
MEM 91.070312 1543731253.8627
MEM 91.070312 1543731253.9632
MEM 91.070312 1543731254.0684
MEM 91.070312 1543731254.1695
MEM 91.070312 1543731254.2733
MEM 91.070312 1543731254.3735
MEM 91.070312 1543731254.4739
MEM 91.070312 1543731254.5762
MEM 91.070312 1543731254.6812
MEM 91.070312 1543731254.7815
MEM 91.070312 1543731254.8867
MEM 91.070312 1543731254.9877
MEM 91.070312 1543731255.0879
MEM 91.070312 1543731255.1900
MEM 91.070312 1543731255.2952
MEM 91.070312 1543731255.4004
MEM 91.070312 1543731255.5028
MEM 91.070312 1543731255.6066
MEM 91.070312 1543731255.7084
MEM 91.070312 1543731255.8094
MEM 91.070312 1543731255.9128
MEM 91.070312 1543731256.0134
MEM 91.070312 1543731256.1186
MEM 91.070312 1543731256.2233
MEM 91.070312 1543731256.3285
MEM 91.070312 1543731256.4317
MEM 91.070312 1543731256.5319
MEM 91.070312 1543731256.6341
MEM 91.070312 1543731256.7369
MEM 91.070312 1543731256.8407
MEM 91.070312 1543731256.9422
MEM 91.070312 1543731257.0464
MEM 91.070312 1543731257.1515
MEM 91.070312 1543731257.2565
MEM 91.070312 1543731257.3568
MEM 91.070312 1543731257.4620
MEM 91.070312 1543731257.5654
MEM 91.070312 1543731257.6705
MEM 91.070312 1543731257.7757
MEM 91.070312 1543731257.8760
MEM 91.070312 1543731257.9797
MEM 91.070312 1543731258.0820
MEM 91.070312 1543731258.1872
MEM 91.070312 1543731258.2880
MEM 91.070312 1543731258.3903
MEM 91.070312 1543731258.4905
MEM 91.070312 1543731258.5957
MEM 91.070312 1543731258.6988
MEM 91.070312 1543731258.8024
MEM 91.070312 1543731258.9064
MEM 91.070312 1543731259.0069
MEM 91.070312 1543731259.1102
MEM 91.070312 1543731259.2119
MEM 91.070312 1543731259.3171
MEM 91.070312 1543731259.4223
MEM 91.070312 1543731259.5230
MEM 91.070312 1543731259.6255
MEM 91.070312 1543731259.7307
MEM 91.070312 1543731259.8355
MEM 91.070312 1543731259.9396
MEM 91.070312 1543731260.0406
MEM 91.070312 1543731260.1455
MEM 91.070312 1543731260.2489
MEM 91.070312 1543731260.3541
MEM 91.070312 1543731260.4581
MEM 91.070312 1543731260.5607
MEM 91.070312 1543731260.6658
MEM 91.070312 1543731260.7693
MEM 91.070312 1543731260.8728
MEM 91.070312 1543731260.9779
MEM 91.070312 1543731261.0822
MEM 91.070312 1543731261.1834
MEM 91.070312 1543731261.2851
MEM 91.070312 1543731261.3856
MEM 91.070312 1543731261.4894
MEM 91.070312 1543731261.5903
MEM 91.070312 1543731261.6955
MEM 91.070312 1543731261.7958
MEM 91.070312 1543731261.8970
MEM 91.070312 1543731262.0043
MEM 91.070312 1543731262.1069
MEM 91.070312 1543731262.2081
MEM 91.070312 1543731262.3107
MEM 91.070312 1543731262.4126
MEM 91.070312 1543731262.5160
MEM 91.070312 1543731262.6212
MEM 91.070312 1543731262.7246
MEM 91.070312 1543731262.8297
MEM 91.070312 1543731262.9311
MEM 91.070312 1543731263.0359
MEM 91.070312 1543731263.1394
MEM 91.070312 1543731263.2405
MEM 91.070312 1543731263.3408
MEM 91.070312 1543731263.4418
MEM 91.070312 1543731263.5470
MEM 91.070312 1543731263.6493
MEM 91.070312 1543731263.7503
MEM 91.070312 1543731263.8555
MEM 91.070312 1543731263.9580
MEM 91.070312 1543731264.0632
MEM 91.070312 1543731264.1660
MEM 91.070312 1543731264.2692
MEM 91.070312 1543731264.3700
MEM 91.070312 1543731264.4713
MEM 91.070312 1543731264.5745
MEM 91.070312 1543731264.6797
MEM 91.070312 1543731264.7818
MEM 91.070312 1543731264.8869
MEM 91.070312 1543731264.9921
MEM 91.070312 1543731265.0941
MEM 91.070312 1543731265.1970
MEM 91.070312 1543731265.3000
MEM 91.070312 1543731265.4013
MEM 91.070312 1543731265.5025
MEM 91.070312 1543731265.6035
MEM 91.070312 1543731265.7075
MEM 91.070312 1543731265.8080
MEM 91.070312 1543731265.9106
MEM 91.070312 1543731266.0158
MEM 91.070312 1543731266.1162
MEM 91.070312 1543731266.2214
MEM 91.070312 1543731266.3245
MEM 91.070312 1543731266.4297
MEM 91.070312 1543731266.5330
MEM 91.070312 1543731266.6351
MEM 91.070312 1543731266.7358
MEM 91.070312 1543731266.8384
MEM 91.070312 1543731266.9436
MEM 91.070312 1543731267.0487
MEM 91.070312 1543731267.1517
MEM 91.070312 1543731267.2578
MEM 91.070312 1543731267.3592
MEM 91.070312 1543731267.4644
MEM 91.070312 1543731267.5657
MEM 91.070312 1543731267.6691
MEM 91.070312 1543731267.7697
MEM 91.070312 1543731267.8744
MEM 91.070312 1543731267.9796
MEM 91.070312 1543731268.0831
MEM 91.070312 1543731268.1855
MEM 91.070312 1543731268.2865
MEM 91.070312 1543731268.3917
MEM 91.070312 1543731268.4968
MEM 91.070312 1543731268.5991
MEM 91.070312 1543731268.7041
MEM 91.070312 1543731268.8079
MEM 91.070312 1543731268.9130
MEM 91.070312 1543731269.0165
MEM 91.070312 1543731269.1211
MEM 91.070312 1543731269.2244
MEM 91.070312 1543731269.3247
MEM 91.070312 1543731269.4266
MEM 91.070312 1543731269.5278
MEM 91.070312 1543731269.6307
MEM 91.070312 1543731269.7356
MEM 91.070312 1543731269.8359
MEM 91.070312 1543731269.9392
MEM 91.070312 1543731270.0415
MEM 91.070312 1543731270.1422
MEM 91.070312 1543731270.2431
MEM 91.070312 1543731270.3446
MEM 91.070312 1543731270.4459
MEM 91.070312 1543731270.5463
MEM 91.070312 1543731270.6467
MEM 91.070312 1543731270.7501
MEM 91.070312 1543731270.8549
MEM 91.070312 1543731270.9582
MEM 91.070312 1543731271.0634
MEM 91.070312 1543731271.1669
MEM 91.070312 1543731271.2690
MEM 91.070312 1543731271.3722
MEM 91.070312 1543731271.4770
MEM 91.070312 1543731271.5804
MEM 91.070312 1543731271.6835
MEM 91.070312 1543731271.7885
MEM 91.070312 1543731271.8916
MEM 91.070312 1543731271.9922
MEM 91.070312 1543731272.0935
MEM 91.070312 1543731272.1984
MEM 91.070312 1543731272.3016
MEM 91.070312 1543731272.4023
MEM 91.070312 1543731272.5068
MEM 91.070312 1543731272.6084
MEM 91.070312 1543731272.7086
MEM 91.070312 1543731272.8137
MEM 91.070312 1543731272.9170
MEM 91.070312 1543731273.0221
MEM 91.070312 1543731273.1242
MEM 91.070312 1543731273.2252
MEM 91.070312 1543731273.3303
MEM 91.070312 1543731273.4337
MEM 91.070312 1543731273.5339
MEM 91.070312 1543731273.6383
MEM 91.070312 1543731273.7386
MEM 91.070312 1543731273.8419
MEM 91.070312 1543731273.9445
MEM 91.070312 1543731274.0497
MEM 91.070312 1543731274.1505
MEM 91.070312 1543731274.2549
MEM 91.070312 1543731274.3597
MEM 91.070312 1543731274.4648
MEM 91.070312 1543731274.5688
MEM 91.070312 1543731274.6717
MEM 91.070312 1543731274.7738
MEM 91.070312 1543731274.8753
MEM 91.070312 1543731274.9755
MEM 91.070312 1543731275.0782
MEM 91.070312 1543731275.1789
MEM 91.070312 1543731275.2839
MEM 91.070312 1543731275.3854
MEM 91.070312 1543731275.4881
MEM 91.070312 1543731275.5932
MEM 91.070312 1543731275.6984
MEM 91.070312 1543731275.8021
MEM 91.070312 1543731275.9048
MEM 91.070312 1543731276.0050
MEM 91.070312 1543731276.1088
MEM 91.070312 1543731276.2090
MEM 91.070312 1543731276.3097
MEM 91.070312 1543731276.4148
MEM 91.070312 1543731276.5173
MEM 91.070312 1543731276.6176
MEM 91.070312 1543731276.7198
MEM 91.070312 1543731276.8241
MEM 91.070312 1543731276.9242
MEM 91.070312 1543731277.0256
MEM 91.070312 1543731277.1258
MEM 91.070312 1543731277.2295
MEM 91.070312 1543731277.3313
MEM 91.070312 1543731277.4355
MEM 91.070312 1543731277.5380
MEM 91.070312 1543731277.6424
MEM 91.070312 1543731277.7426
MEM 91.070312 1543731277.8445
MEM 91.070312 1543731277.9496
MEM 91.070312 1543731278.0508
MEM 91.070312 1543731278.1559
MEM 91.070312 1543731278.2587
MEM 91.070312 1543731278.3592
MEM 91.070312 1543731278.4594
MEM 91.070312 1543731278.5605
MEM 91.070312 1543731278.6641
MEM 91.070312 1543731278.7678
MEM 91.070312 1543731278.8730
MEM 91.070312 1543731278.9758
MEM 91.070312 1543731279.0760
MEM 91.070312 1543731279.1763
MEM 91.070312 1543731279.2814
MEM 91.070312 1543731279.3844
MEM 91.070312 1543731279.4872
MEM 91.070312 1543731279.5908
MEM 91.070312 1543731279.6940
MEM 91.070312 1543731279.7943
MEM 91.070312 1543731279.8958
MEM 91.070312 1543731279.9966
MEM 91.070312 1543731280.0977
MEM 91.070312 1543731280.2011
MEM 91.070312 1543731280.3021
MEM 91.976562 1543731280.4064
MEM 91.976562 1543731280.5111
MEM 91.976562 1543731280.6120
MEM 91.976562 1543731280.7172
MEM 91.976562 1543731280.8178
MEM 91.976562 1543731280.9209
MEM 91.976562 1543731281.0240
MEM 91.976562 1543731281.1262
MEM 91.976562 1543731281.2311
MEM 91.976562 1543731281.3345
MEM 91.976562 1543731281.4397
MEM 91.976562 1543731281.5446
MEM 91.976562 1543731281.6498
MEM 91.976562 1543731281.7512
MEM 91.976562 1543731281.8542
MEM 91.976562 1543731281.9593
MEM 91.976562 1543731282.0597
MEM 91.976562 1543731282.1613
MEM 91.976562 1543731282.2641
MEM 91.976562 1543731282.3662
MEM 91.976562 1543731282.4680
MEM 91.976562 1543731282.5681
MEM 91.976562 1543731282.6708
MEM 91.976562 1543731282.7751
MEM 91.976562 1543731282.8798
MEM 91.976562 1543731282.9842
MEM 91.976562 1543731283.0847
MEM 91.976562 1543731283.1881
MEM 91.976562 1543731283.2912
MEM 91.976562 1543731283.3915
MEM 91.976562 1543731283.4918
MEM 91.976562 1543731283.5930
MEM 91.976562 1543731283.6932
MEM 91.976562 1543731283.7984
MEM 91.976562 1543731283.9015
MEM 91.976562 1543731284.0040
MEM 91.976562 1543731284.1044
MEM 91.976562 1543731284.2075
MEM 91.976562 1543731284.3100
MEM 91.976562 1543731284.4152
MEM 91.976562 1543731284.5157
MEM 91.976562 1543731284.6182
MEM 91.976562 1543731284.7200
MEM 91.976562 1543731284.8239
MEM 91.976562 1543731284.9268
MEM 91.976562 1543731285.0319
MEM 91.976562 1543731285.1347
MEM 91.976562 1543731285.2350
MEM 91.976562 1543731285.3373
MEM 91.976562 1543731285.4425
MEM 91.976562 1543731285.5435
MEM 91.976562 1543731285.6455
MEM 91.976562 1543731285.7457
MEM 91.976562 1543731285.8461
MEM 91.976562 1543731285.9477
MEM 91.976562 1543731286.0517
MEM 91.976562 1543731286.1568
MEM 91.976562 1543731286.2603
MEM 91.976562 1543731286.3608
MEM 91.976562 1543731286.4651
MEM 91.976562 1543731286.5684
MEM 91.976562 1543731286.6702
MEM 91.976562 1543731286.7753
MEM 91.976562 1543731286.8804
MEM 91.976562 1543731286.9851
MEM 91.976562 1543731287.0859
MEM 91.976562 1543731287.1870
MEM 91.976562 1543731287.2903
MEM 91.976562 1543731287.3939
MEM 91.976562 1543731287.4953
MEM 91.976562 1543731287.6004
MEM 91.976562 1543731287.7009
MEM 91.976562 1543731287.8017
MEM 91.976562 1543731287.9019
MEM 91.976562 1543731288.0036
MEM 91.976562 1543731288.1059
MEM 91.976562 1543731288.2105
MEM 91.976562 1543731288.3132
MEM 91.976562 1543731288.4184
MEM 91.976562 1543731288.5187
MEM 91.976562 1543731288.6238
MEM 91.976562 1543731288.7260
MEM 91.976562 1543731288.8272
MEM 91.976562 1543731288.9277
MEM 91.976562 1543731289.0327
MEM 91.976562 1543731289.1342
MEM 91.976562 1543731289.2351
MEM 91.976562 1543731289.3402
MEM 91.976562 1543731289.4442
MEM 91.976562 1543731289.5451
MEM 91.976562 1543731289.6502
MEM 91.976562 1543731289.7521
MEM 91.976562 1543731289.8539
MEM 91.976562 1543731289.9590
MEM 91.976562 1543731290.0608
MEM 91.976562 1543731290.1609
MEM 91.976562 1543731290.2661
MEM 91.976562 1543731290.3684
MEM 91.976562 1543731290.4689
MEM 91.976562 1543731290.5726
MEM 91.976562 1543731290.6737
MEM 91.976562 1543731290.7769
MEM 91.976562 1543731290.8775
MEM 91.976562 1543731290.9827
MEM 91.976562 1543731291.0856
MEM 91.976562 1543731291.1883
MEM 91.976562 1543731291.2899
MEM 91.976562 1543731291.3951
MEM 91.976562 1543731291.4973
MEM 91.976562 1543731291.6011
MEM 91.976562 1543731291.7017
MEM 91.976562 1543731291.8069
MEM 91.976562 1543731291.9077
MEM 91.976562 1543731292.0110
MEM 91.976562 1543731292.1162
MEM 91.976562 1543731292.2190
MEM 91.976562 1543731292.3237
MEM 91.976562 1543731292.4277
MEM 91.976562 1543731292.5281
MEM 91.976562 1543731292.6303
MEM 91.976562 1543731292.7351
MEM 91.976562 1543731292.8366
MEM 91.976562 1543731292.9418
MEM 91.976562 1543731293.0445
MEM 91.976562 1543731293.1450
MEM 91.976562 1543731293.2479
MEM 91.976562 1543731293.3516
MEM 91.976562 1543731293.4568
MEM 91.976562 1543731293.5571
MEM 91.976562 1543731293.6581
MEM 91.976562 1543731293.7607
MEM 91.976562 1543731293.8659
MEM 91.976562 1543731293.9682
MEM 91.976562 1543731294.0701
MEM 91.976562 1543731294.1724
MEM 91.976562 1543731294.2759
MEM 91.976562 1543731294.3811
MEM 91.976562 1543731294.4859
MEM 91.976562 1543731294.5910
MEM 91.976562 1543731294.6958
MEM 91.976562 1543731294.7983
MEM 91.976562 1543731294.9014
MEM 91.976562 1543731295.0016
MEM 91.976562 1543731295.1028
MEM 91.976562 1543731295.2071
MEM 91.976562 1543731295.3104
MEM 91.976562 1543731295.4124
MEM 91.976562 1543731295.5200
MEM 91.976562 1543731295.6289
MEM 91.976562 1543731295.7390
MEM 91.976562 1543731295.8457
MEM 91.976562 1543731295.9559
MEM 91.976562 1543731296.0643
MEM 91.976562 1543731296.1657
MEM 91.976562 1543731296.2691
MEM 91.976562 1543731296.3735
MEM 91.976562 1543731296.4832
MEM 91.976562 1543731296.5869
MEM 91.976562 1543731296.6958
MEM 91.976562 1543731296.8025
MEM 91.976562 1543731296.9126
MEM 91.976562 1543731297.0190
MEM 91.976562 1543731297.1235
MEM 91.976562 1543731297.2246
MEM 91.976562 1543731297.3293
MEM 91.976562 1543731297.4325
MEM 91.976562 1543731297.5327
MEM 91.976562 1543731297.6422
MEM 91.976562 1543731297.7425
MEM 91.976562 1543731297.8492
MEM 91.976562 1543731297.9494
MEM 91.976562 1543731298.0536
MEM 91.976562 1543731298.1570
MEM 91.976562 1543731298.2626
MEM 91.976562 1543731298.3692
MEM 91.976562 1543731298.4764
MEM 91.976562 1543731298.5791
MEM 91.976562 1543731298.6870
MEM 91.976562 1543731298.7962
MEM 91.976562 1543731298.8976
MEM 91.976562 1543731299.0024
