CMDLINE /usr/local/opt/python@2/bin/python2.7 test_lib_implementation.py
MEM 83.792969 1543730204.2226
MEM 83.792969 1543730204.3247
MEM 83.792969 1543730204.4250
MEM 83.792969 1543730204.5253
MEM 83.792969 1543730204.6264
MEM 83.792969 1543730204.7311
MEM 83.792969 1543730204.8319
MEM 83.792969 1543730204.9325
MEM 83.792969 1543730205.0353
MEM 83.792969 1543730205.1402
MEM 83.792969 1543730205.2411
MEM 83.792969 1543730205.3439
MEM 83.792969 1543730205.4460
MEM 83.792969 1543730205.5492
MEM 83.792969 1543730205.6514
MEM 83.792969 1543730205.7566
MEM 83.792969 1543730205.8573
MEM 83.792969 1543730205.9577
MEM 83.792969 1543730206.0616
MEM 83.792969 1543730206.1659
MEM 83.792969 1543730206.2709
MEM 83.792969 1543730206.3758
MEM 83.792969 1543730206.4766
MEM 83.792969 1543730206.5801
MEM 83.792969 1543730206.6840
MEM 83.792969 1543730206.7866
MEM 83.792969 1543730206.8901
MEM 83.792969 1543730206.9932
MEM 83.792969 1543730207.0955
MEM 83.792969 1543730207.1994
MEM 83.792969 1543730207.3047
MEM 83.792969 1543730207.4066
MEM 83.792969 1543730207.5081
MEM 83.792969 1543730207.6125
MEM 83.792969 1543730207.7135
MEM 83.792969 1543730207.8163
MEM 83.792969 1543730207.9187
MEM 83.792969 1543730208.0233
MEM 83.792969 1543730208.1236
MEM 83.792969 1543730208.2247
MEM 83.792969 1543730208.3274
MEM 83.792969 1543730208.4300
MEM 83.792969 1543730208.5329
MEM 83.792969 1543730208.6342
MEM 83.792969 1543730208.7368
MEM 83.792969 1543730208.8406
MEM 83.792969 1543730208.9411
MEM 83.792969 1543730209.0463
MEM 83.792969 1543730209.1498
MEM 83.792969 1543730209.2504
MEM 83.792969 1543730209.3541
MEM 83.792969 1543730209.4565
MEM 83.792969 1543730209.5608
MEM 83.792969 1543730209.6651
MEM 83.792969 1543730209.7689
MEM 83.792969 1543730209.8725
MEM 83.792969 1543730209.9739
MEM 83.792969 1543730210.0751
MEM 83.792969 1543730210.1754
MEM 83.792969 1543730210.2756
MEM 83.792969 1543730210.3763
MEM 83.792969 1543730210.4776
MEM 83.792969 1543730210.5799
MEM 83.792969 1543730210.6832
MEM 83.792969 1543730210.7869
MEM 83.792969 1543730210.8908
MEM 83.792969 1543730210.9913
MEM 83.792969 1543730211.0964
MEM 83.792969 1543730211.2000
MEM 83.792969 1543730211.3044
MEM 83.792969 1543730211.4087
MEM 83.792969 1543730211.5134
MEM 83.792969 1543730211.6167
MEM 83.792969 1543730211.7219
MEM 83.792969 1543730211.8239
MEM 83.792969 1543730211.9247
MEM 83.792969 1543730212.0262
MEM 83.792969 1543730212.1266
MEM 83.792969 1543730212.2295
MEM 83.792969 1543730212.3335
MEM 83.792969 1543730212.4387
MEM 83.792969 1543730212.5430
MEM 83.792969 1543730212.6445
MEM 83.792969 1543730212.7447
MEM 83.792969 1543730212.8463
MEM 83.792969 1543730212.9469
MEM 83.792969 1543730213.0504
MEM 83.792969 1543730213.1506
MEM 83.792969 1543730213.2548
MEM 83.792969 1543730213.3585
MEM 83.792969 1543730213.4590
MEM 83.792969 1543730213.5628
MEM 83.792969 1543730213.6670
MEM 83.792969 1543730213.7672
MEM 83.792969 1543730213.8721
MEM 83.792969 1543730213.9746
MEM 83.792969 1543730214.0764
MEM 83.792969 1543730214.1772
MEM 83.792969 1543730214.2779
MEM 83.792969 1543730214.3786
MEM 83.792969 1543730214.4812
MEM 83.792969 1543730214.5818
MEM 83.792969 1543730214.6838
MEM 83.792969 1543730214.7872
MEM 83.792969 1543730214.8899
MEM 83.792969 1543730214.9917
MEM 83.792969 1543730215.0943
MEM 83.792969 1543730215.1995
MEM 83.792969 1543730215.3047
MEM 83.792969 1543730215.4084
MEM 83.792969 1543730215.5136
MEM 83.792969 1543730215.6174
MEM 83.792969 1543730215.7183
MEM 83.792969 1543730215.8235
MEM 83.792969 1543730215.9250
MEM 83.792969 1543730216.0292
MEM 83.792969 1543730216.1340
MEM 83.792969 1543730216.2392
MEM 83.796875 1543730216.3398
MEM 83.796875 1543730216.4432
MEM 83.796875 1543730216.5465
MEM 83.796875 1543730216.6507
MEM 83.796875 1543730216.7511
MEM 83.796875 1543730216.8563
MEM 83.796875 1543730216.9576
MEM 83.796875 1543730217.0579
MEM 83.796875 1543730217.1623
MEM 83.796875 1543730217.2665
MEM 83.796875 1543730217.3675
MEM 83.800781 1543730217.4726
MEM 83.800781 1543730217.5754
MEM 83.800781 1543730217.6780
MEM 83.800781 1543730217.7783
MEM 83.800781 1543730217.8787
MEM 83.800781 1543730217.9821
MEM 83.800781 1543730218.0842
MEM 83.800781 1543730218.1894
MEM 83.800781 1543730218.2939
MEM 83.800781 1543730218.3956
MEM 83.800781 1543730218.4960
MEM 83.800781 1543730218.5966
MEM 83.800781 1543730218.6968
MEM 83.800781 1543730218.7978
MEM 83.800781 1543730218.8987
MEM 83.800781 1543730218.9990
MEM 83.800781 1543730219.1006
MEM 83.804688 1543730219.2020
MEM 83.804688 1543730219.3062
MEM 83.804688 1543730219.4082
MEM 83.812500 1543730219.5121
MEM 83.816406 1543730219.6170
MEM 83.816406 1543730219.7178
MEM 83.816406 1543730219.8217
MEM 83.816406 1543730219.9256
MEM 83.816406 1543730220.0273
MEM 83.816406 1543730220.1291
MEM 83.816406 1543730220.2298
MEM 83.816406 1543730220.3341
MEM 83.816406 1543730220.4346
MEM 83.816406 1543730220.5397
MEM 83.816406 1543730220.6410
MEM 83.816406 1543730220.7424
MEM 83.816406 1543730220.8475
MEM 83.816406 1543730220.9521
MEM 83.816406 1543730221.0562
MEM 83.816406 1543730221.1585
MEM 83.816406 1543730221.2591
MEM 83.816406 1543730221.3600
MEM 83.816406 1543730221.4602
MEM 83.816406 1543730221.5620
MEM 83.816406 1543730221.6624
MEM 83.816406 1543730221.7646
MEM 83.816406 1543730221.8691
MEM 83.816406 1543730221.9724
MEM 83.816406 1543730222.0752
MEM 83.816406 1543730222.1794
MEM 83.816406 1543730222.2799
MEM 83.816406 1543730222.3801
MEM 83.820312 1543730222.4845
MEM 83.820312 1543730222.5855
MEM 83.820312 1543730222.6897
MEM 83.820312 1543730222.7921
MEM 83.820312 1543730222.8955
MEM 83.820312 1543730222.9976
MEM 83.820312 1543730223.0981
MEM 83.820312 1543730223.2022
MEM 83.820312 1543730223.3061
MEM 83.820312 1543730223.4083
MEM 83.820312 1543730223.5097
MEM 83.820312 1543730223.6106
MEM 83.820312 1543730223.7130
MEM 83.820312 1543730223.8182
MEM 83.820312 1543730223.9231
MEM 83.820312 1543730224.0271
MEM 83.820312 1543730224.1284
MEM 83.820312 1543730224.2308
MEM 83.820312 1543730224.3360
MEM 83.820312 1543730224.4396
MEM 83.820312 1543730224.5422
MEM 83.820312 1543730224.6429
MEM 83.820312 1543730224.7450
MEM 83.820312 1543730224.8455
MEM 83.820312 1543730224.9458
MEM 83.820312 1543730225.0502
MEM 83.820312 1543730225.1519
MEM 83.820312 1543730225.2560
MEM 83.820312 1543730225.3598
MEM 83.820312 1543730225.4604
MEM 83.820312 1543730225.5612
MEM 83.820312 1543730225.6622
MEM 83.820312 1543730225.7633
MEM 83.820312 1543730225.8685
MEM 83.820312 1543730225.9688
MEM 83.820312 1543730226.0719
MEM 83.820312 1543730226.1758
MEM 83.820312 1543730226.2768
MEM 83.820312 1543730226.3775
MEM 83.820312 1543730226.4783
MEM 83.820312 1543730226.5827
MEM 83.820312 1543730226.6848
MEM 83.820312 1543730226.7895
MEM 83.820312 1543730226.8900
MEM 83.820312 1543730226.9925
MEM 83.820312 1543730227.0939
MEM 83.820312 1543730227.1987
MEM 83.820312 1543730227.3026
MEM 83.820312 1543730227.4070
MEM 83.820312 1543730227.5112
MEM 83.820312 1543730227.6134
MEM 83.820312 1543730227.7138
MEM 83.820312 1543730227.8187
MEM 83.820312 1543730227.9191
MEM 83.820312 1543730228.0194
MEM 83.820312 1543730228.1217
MEM 83.820312 1543730228.2261
MEM 83.820312 1543730228.3280
MEM 83.820312 1543730228.4293
MEM 83.820312 1543730228.5331
MEM 83.820312 1543730228.6360
MEM 83.820312 1543730228.7395
MEM 83.820312 1543730228.8428
MEM 83.820312 1543730228.9430
MEM 83.820312 1543730229.0443
MEM 83.820312 1543730229.1454
MEM 83.828125 1543730229.2480
MEM 83.828125 1543730229.3484
MEM 83.828125 1543730229.4491
MEM 83.828125 1543730229.5525
MEM 83.828125 1543730229.6559
MEM 83.828125 1543730229.7603
MEM 83.828125 1543730229.8607
MEM 83.828125 1543730229.9611
MEM 83.828125 1543730230.0656
MEM 83.828125 1543730230.1691
MEM 83.828125 1543730230.2718
MEM 83.828125 1543730230.3762
MEM 83.828125 1543730230.4780
MEM 83.828125 1543730230.5785
MEM 83.828125 1543730230.6799
MEM 83.828125 1543730230.7801
MEM 83.828125 1543730230.8803
MEM 83.828125 1543730230.9837
MEM 83.828125 1543730231.0888
MEM 83.828125 1543730231.1894
MEM 83.828125 1543730231.2936
MEM 83.828125 1543730231.3945
MEM 83.828125 1543730231.4951
MEM 83.828125 1543730231.5981
MEM 83.828125 1543730231.7027
MEM 83.828125 1543730231.8059
MEM 83.828125 1543730231.9094
MEM 83.828125 1543730232.0108
MEM 83.828125 1543730232.1111
MEM 83.828125 1543730232.2116
MEM 83.828125 1543730232.3120
MEM 83.828125 1543730232.4148
MEM 83.828125 1543730232.5199
MEM 83.828125 1543730232.6251
MEM 83.828125 1543730232.7271
MEM 83.828125 1543730232.8276
MEM 83.828125 1543730232.9279
MEM 83.828125 1543730233.0281
MEM 83.828125 1543730233.1287
MEM 83.828125 1543730233.2335
MEM 83.828125 1543730233.3364
MEM 83.828125 1543730233.4394
MEM 83.828125 1543730233.5434
MEM 83.828125 1543730233.6436
MEM 83.828125 1543730233.7441
MEM 83.828125 1543730233.8444
MEM 83.828125 1543730233.9447
MEM 83.828125 1543730234.0450
MEM 83.828125 1543730234.1460
MEM 83.828125 1543730234.2463
MEM 83.828125 1543730234.3469
MEM 83.828125 1543730234.4491
MEM 83.828125 1543730234.5494
MEM 83.828125 1543730234.6497
MEM 83.828125 1543730234.7522
MEM 83.828125 1543730234.8529
MEM 83.828125 1543730234.9558
MEM 83.828125 1543730235.0578
MEM 83.828125 1543730235.1603
MEM 83.828125 1543730235.2616
MEM 83.828125 1543730235.3619
MEM 83.828125 1543730235.4671
MEM 83.828125 1543730235.5721
MEM 83.828125 1543730235.6765
MEM 83.828125 1543730235.7775
MEM 83.828125 1543730235.8791
MEM 83.828125 1543730235.9794
MEM 83.828125 1543730236.0819
MEM 83.828125 1543730236.1863
MEM 83.828125 1543730236.2892
MEM 83.828125 1543730236.3900
MEM 83.828125 1543730236.4946
MEM 83.828125 1543730236.5952
MEM 83.828125 1543730236.6980
MEM 83.828125 1543730236.7991
MEM 83.828125 1543730236.9019
MEM 83.828125 1543730237.0070
MEM 83.828125 1543730237.1078
MEM 83.828125 1543730237.2106
MEM 83.828125 1543730237.3116
MEM 83.828125 1543730237.4123
MEM 83.828125 1543730237.5126
MEM 83.828125 1543730237.6132
MEM 83.828125 1543730237.7138
MEM 83.828125 1543730237.8143
MEM 83.828125 1543730237.9195
MEM 83.828125 1543730238.0199
MEM 83.828125 1543730238.1202
MEM 83.828125 1543730238.2232
MEM 83.828125 1543730238.3235
MEM 83.828125 1543730238.4273
MEM 83.828125 1543730238.5279
MEM 83.828125 1543730238.6281
MEM 83.828125 1543730238.7332
MEM 83.828125 1543730238.8367
MEM 83.828125 1543730238.9375
MEM 83.828125 1543730239.0391
MEM 83.828125 1543730239.1410
MEM 83.828125 1543730239.2441
MEM 83.828125 1543730239.3490
MEM 83.828125 1543730239.4500
MEM 83.828125 1543730239.5504
MEM 83.828125 1543730239.6556
MEM 83.828125 1543730239.7590
MEM 83.828125 1543730239.8642
MEM 83.828125 1543730239.9648
MEM 83.828125 1543730240.0659
MEM 83.828125 1543730240.1662
MEM 83.828125 1543730240.2664
MEM 83.828125 1543730240.3701
MEM 83.828125 1543730240.4709
MEM 83.828125 1543730240.5734
MEM 83.828125 1543730240.6770
MEM 83.828125 1543730240.7776
MEM 83.828125 1543730240.8781
MEM 83.828125 1543730240.9788
MEM 83.828125 1543730241.0798
MEM 83.828125 1543730241.1802
MEM 83.828125 1543730241.2855
MEM 83.828125 1543730241.3891
MEM 83.828125 1543730241.4894
MEM 83.828125 1543730241.5945
MEM 83.828125 1543730241.6984
MEM 83.828125 1543730241.7988
MEM 83.828125 1543730241.9034
MEM 83.828125 1543730242.0056
MEM 83.828125 1543730242.1073
MEM 83.828125 1543730242.2092
MEM 83.828125 1543730242.3111
MEM 83.828125 1543730242.4134
MEM 83.828125 1543730242.5138
MEM 83.828125 1543730242.6144
MEM 83.828125 1543730242.7151
MEM 83.828125 1543730242.8154
MEM 83.828125 1543730242.9205
MEM 83.828125 1543730243.0219
MEM 83.828125 1543730243.1232
MEM 83.828125 1543730243.2277
MEM 83.828125 1543730243.3282
MEM 83.828125 1543730243.4287
MEM 83.828125 1543730243.5328
MEM 83.828125 1543730243.6374
MEM 83.828125 1543730243.7417
MEM 83.828125 1543730243.8450
MEM 83.828125 1543730243.9477
MEM 83.828125 1543730244.0485
MEM 83.828125 1543730244.1507
MEM 83.828125 1543730244.2559
MEM 83.828125 1543730244.3611
MEM 83.828125 1543730244.4615
MEM 83.828125 1543730244.5618
MEM 83.828125 1543730244.6621
MEM 83.828125 1543730244.7625
MEM 83.828125 1543730244.8635
MEM 83.828125 1543730244.9646
MEM 83.828125 1543730245.0652
MEM 83.828125 1543730245.1654
MEM 83.828125 1543730245.2661
MEM 83.828125 1543730245.3671
MEM 83.828125 1543730245.4723
MEM 83.828125 1543730245.5760
MEM 83.828125 1543730245.6768
MEM 83.828125 1543730245.7797
MEM 83.828125 1543730245.8801
MEM 83.828125 1543730245.9808
MEM 83.828125 1543730246.0813
MEM 83.828125 1543730246.1824
MEM 83.828125 1543730246.2876
MEM 83.828125 1543730246.3887
MEM 83.828125 1543730246.4891
MEM 83.828125 1543730246.5912
MEM 83.828125 1543730246.6953
MEM 83.828125 1543730246.7965
MEM 83.828125 1543730246.8996
MEM 83.828125 1543730247.0044
MEM 83.828125 1543730247.1085
MEM 83.828125 1543730247.2126
MEM 83.828125 1543730247.3175
MEM 83.828125 1543730247.4204
MEM 83.828125 1543730247.5208
MEM 83.828125 1543730247.6211
MEM 83.828125 1543730247.7259
MEM 83.828125 1543730247.8300
MEM 83.828125 1543730247.9334
MEM 83.828125 1543730248.0373
MEM 83.828125 1543730248.1401
MEM 83.828125 1543730248.2440
MEM 83.828125 1543730248.3471
MEM 83.828125 1543730248.4509
MEM 83.828125 1543730248.5553
MEM 83.828125 1543730248.6605
MEM 83.828125 1543730248.7621
MEM 83.828125 1543730248.8623
MEM 83.828125 1543730248.9628
MEM 83.828125 1543730249.0633
MEM 83.828125 1543730249.1642
MEM 83.828125 1543730249.2693
MEM 83.828125 1543730249.3705
MEM 83.828125 1543730249.4741
MEM 83.828125 1543730249.5771
MEM 83.828125 1543730249.6788
MEM 83.828125 1543730249.7792
MEM 83.828125 1543730249.8825
MEM 83.828125 1543730249.9831
MEM 83.828125 1543730250.0835
MEM 83.828125 1543730250.1837
MEM 83.828125 1543730250.2888
MEM 83.828125 1543730250.3896
MEM 83.828125 1543730250.4948
MEM 83.828125 1543730250.5957
MEM 83.828125 1543730250.6959
MEM 83.828125 1543730250.7969
MEM 83.828125 1543730250.8982
MEM 83.828125 1543730251.0034
MEM 83.828125 1543730251.1053
MEM 83.828125 1543730251.2104
MEM 83.828125 1543730251.3147
MEM 83.828125 1543730251.4152
MEM 83.828125 1543730251.5202
MEM 83.828125 1543730251.6229
MEM 83.828125 1543730251.7269
MEM 83.828125 1543730251.8292
MEM 83.828125 1543730251.9294
MEM 83.828125 1543730252.0296
MEM 83.828125 1543730252.1348
MEM 83.828125 1543730252.2400
MEM 83.828125 1543730252.3433
MEM 83.828125 1543730252.4472
MEM 83.828125 1543730252.5505
MEM 83.828125 1543730252.6553
MEM 83.828125 1543730252.7601
MEM 83.828125 1543730252.8627
MEM 83.828125 1543730252.9629
MEM 83.828125 1543730253.0650
MEM 83.828125 1543730253.1672
MEM 83.828125 1543730253.2705
MEM 83.835938 1543730253.3718
MEM 83.835938 1543730253.4767
MEM 83.835938 1543730253.5799
MEM 83.835938 1543730253.6822
MEM 83.835938 1543730253.7836
MEM 83.835938 1543730253.8887
MEM 83.835938 1543730253.9937
MEM 83.835938 1543730254.0975
MEM 83.835938 1543730254.1980
MEM 83.835938 1543730254.3015
MEM 83.835938 1543730254.4052
MEM 83.835938 1543730254.5101
MEM 83.835938 1543730254.6136
MEM 83.835938 1543730254.7143
MEM 83.835938 1543730254.8149
MEM 83.835938 1543730254.9155
MEM 83.835938 1543730255.0161
MEM 83.835938 1543730255.1191
MEM 83.835938 1543730255.2243
MEM 83.835938 1543730255.3281
MEM 83.835938 1543730255.4331
MEM 83.835938 1543730255.5371
MEM 83.835938 1543730255.6384
MEM 83.835938 1543730255.7386
MEM 83.835938 1543730255.8390
MEM 83.835938 1543730255.9442
MEM 83.835938 1543730256.0464
MEM 83.835938 1543730256.1467
MEM 83.835938 1543730256.2488
MEM 83.835938 1543730256.3492
MEM 83.835938 1543730256.4500
MEM 83.835938 1543730256.5552
MEM 83.835938 1543730256.6596
MEM 83.835938 1543730256.7605
MEM 83.835938 1543730256.8608
MEM 83.835938 1543730256.9625
MEM 83.835938 1543730257.0629
MEM 83.835938 1543730257.1632
MEM 83.835938 1543730257.2635
MEM 83.835938 1543730257.3666
MEM 83.835938 1543730257.4673
MEM 83.835938 1543730257.5676
MEM 83.835938 1543730257.6681
MEM 83.835938 1543730257.7685
MEM 83.835938 1543730257.8706
MEM 83.843750 1543730257.9751
MEM 83.843750 1543730258.0754
MEM 83.843750 1543730258.1759
MEM 83.843750 1543730258.2764
MEM 83.843750 1543730258.3767
MEM 83.843750 1543730258.4800
MEM 83.843750 1543730258.5841
MEM 83.843750 1543730258.6850
MEM 83.843750 1543730258.7864
MEM 83.843750 1543730258.8916
MEM 83.843750 1543730258.9968
MEM 83.843750 1543730259.0970
MEM 83.843750 1543730259.1982
MEM 83.843750 1543730259.2986
MEM 83.843750 1543730259.4028
MEM 83.843750 1543730259.5050
MEM 83.843750 1543730259.6068
MEM 83.843750 1543730259.7074
MEM 83.843750 1543730259.8091
MEM 83.843750 1543730259.9136
MEM 83.843750 1543730260.0150
MEM 83.843750 1543730260.1163
MEM 83.843750 1543730260.2166
MEM 83.843750 1543730260.3202
MEM 83.843750 1543730260.4248
MEM 83.843750 1543730260.5266
MEM 83.843750 1543730260.6304
MEM 83.843750 1543730260.7313
MEM 83.843750 1543730260.8324
MEM 83.843750 1543730260.9335
MEM 83.843750 1543730261.0338
MEM 83.843750 1543730261.1385
MEM 83.843750 1543730261.2428
MEM 83.843750 1543730261.3448
MEM 83.843750 1543730261.4471
MEM 83.843750 1543730261.5509
MEM 83.843750 1543730261.6550
MEM 83.843750 1543730261.7598
MEM 83.843750 1543730261.8644
MEM 83.843750 1543730261.9688
MEM 83.843750 1543730262.0727
MEM 83.843750 1543730262.1778
MEM 83.843750 1543730262.2813
MEM 83.843750 1543730262.3823
MEM 83.843750 1543730262.4849
MEM 83.843750 1543730262.5895
MEM 83.843750 1543730262.6909
MEM 83.843750 1543730262.7926
MEM 83.843750 1543730262.8975
MEM 83.843750 1543730262.9985
MEM 83.843750 1543730263.0994
MEM 83.843750 1543730263.1997
MEM 83.843750 1543730263.3049
MEM 83.843750 1543730263.4055
MEM 83.843750 1543730263.5061
MEM 83.843750 1543730263.6079
MEM 83.843750 1543730263.7093
MEM 83.843750 1543730263.8141
MEM 83.843750 1543730263.9192
MEM 83.843750 1543730264.0228
MEM 83.843750 1543730264.1263
MEM 83.843750 1543730264.2303
MEM 83.843750 1543730264.3345
MEM 83.843750 1543730264.4397
MEM 83.843750 1543730264.5424
MEM 83.843750 1543730264.6426
MEM 83.843750 1543730264.7472
MEM 83.843750 1543730264.8497
MEM 83.843750 1543730264.9549
MEM 83.843750 1543730265.0562
MEM 83.843750 1543730265.1590
MEM 83.843750 1543730265.2594
MEM 83.843750 1543730265.3635
MEM 83.843750 1543730265.4655
MEM 83.843750 1543730265.5678
MEM 83.843750 1543730265.6682
MEM 83.843750 1543730265.7714
MEM 83.843750 1543730265.8730
MEM 83.843750 1543730265.9749
MEM 83.843750 1543730266.0786
MEM 83.843750 1543730266.1811
MEM 83.843750 1543730266.2829
MEM 83.843750 1543730266.3832
MEM 83.843750 1543730266.4883
MEM 83.843750 1543730266.5895
MEM 83.843750 1543730266.6922
MEM 83.843750 1543730266.7962
MEM 83.843750 1543730266.8982
MEM 83.843750 1543730267.0032
MEM 83.843750 1543730267.1062
MEM 83.843750 1543730267.2114
MEM 83.843750 1543730267.3152
MEM 83.843750 1543730267.4161
MEM 83.843750 1543730267.5182
MEM 83.843750 1543730267.6195
MEM 83.843750 1543730267.7232
MEM 83.843750 1543730267.8280
MEM 83.843750 1543730267.9321
MEM 83.843750 1543730268.0347
MEM 83.843750 1543730268.1384
MEM 83.843750 1543730268.2436
MEM 83.843750 1543730268.3471
MEM 83.843750 1543730268.4481
MEM 83.843750 1543730268.5494
MEM 83.843750 1543730268.6501
MEM 83.843750 1543730268.7547
MEM 83.843750 1543730268.8587
MEM 83.843750 1543730268.9598
MEM 83.843750 1543730269.0603
MEM 83.843750 1543730269.1605
MEM 83.843750 1543730269.2654
MEM 83.843750 1543730269.3656
MEM 83.843750 1543730269.4687
MEM 83.843750 1543730269.5725
MEM 83.843750 1543730269.6776
MEM 83.843750 1543730269.7816
MEM 83.843750 1543730269.8839
MEM 83.843750 1543730269.9882
MEM 83.843750 1543730270.0919
MEM 83.843750 1543730270.1924
MEM 83.843750 1543730270.2944
MEM 83.843750 1543730270.3975
MEM 83.843750 1543730270.4990
MEM 83.843750 1543730270.6002
MEM 83.843750 1543730270.7047
MEM 83.843750 1543730270.8088
MEM 83.843750 1543730270.9140
MEM 83.843750 1543730271.0167
MEM 83.843750 1543730271.1219
MEM 83.843750 1543730271.2236
MEM 83.843750 1543730271.3282
MEM 83.843750 1543730271.4321
MEM 83.843750 1543730271.5324
MEM 83.843750 1543730271.6336
MEM 83.843750 1543730271.7381
MEM 83.843750 1543730271.8420
MEM 83.843750 1543730271.9472
MEM 83.843750 1543730272.0485
MEM 83.843750 1543730272.1488
MEM 83.843750 1543730272.2498
MEM 83.843750 1543730272.3546
MEM 83.843750 1543730272.4584
MEM 83.843750 1543730272.5635
MEM 83.843750 1543730272.6661
MEM 83.843750 1543730272.7669
MEM 83.843750 1543730272.8671
MEM 83.843750 1543730272.9686
MEM 83.843750 1543730273.0701
MEM 83.843750 1543730273.1731
MEM 83.843750 1543730273.2735
MEM 83.843750 1543730273.3739
MEM 83.843750 1543730273.4749
MEM 83.843750 1543730273.5785
MEM 83.843750 1543730273.6821
MEM 83.843750 1543730273.7830
MEM 83.843750 1543730273.8833
MEM 83.843750 1543730273.9838
MEM 83.843750 1543730274.0881
MEM 83.843750 1543730274.1904
MEM 83.843750 1543730274.2915
MEM 83.843750 1543730274.3931
MEM 83.843750 1543730274.4937
MEM 83.843750 1543730274.5989
MEM 83.843750 1543730274.6995
MEM 83.843750 1543730274.8045
MEM 83.843750 1543730274.9097
MEM 83.843750 1543730275.0108
MEM 83.843750 1543730275.1112
MEM 83.843750 1543730275.2156
MEM 83.843750 1543730275.3205
MEM 83.843750 1543730275.4224
MEM 83.843750 1543730275.5241
MEM 83.843750 1543730275.6251
MEM 83.843750 1543730275.7303
MEM 83.843750 1543730275.8345
MEM 83.843750 1543730275.9380
MEM 83.843750 1543730276.0403
MEM 83.843750 1543730276.1405
MEM 83.843750 1543730276.2407
MEM 83.843750 1543730276.3411
MEM 83.843750 1543730276.4441
MEM 83.843750 1543730276.5452
MEM 83.843750 1543730276.6462
MEM 83.843750 1543730276.7489
MEM 83.843750 1543730276.8492
MEM 83.843750 1543730276.9500
MEM 83.843750 1543730277.0545
MEM 83.843750 1543730277.1554
MEM 83.843750 1543730277.2573
