"B_Total_Grappling_Reversals_Landed","R_Total_Grappling_Reversals_Landed","B_Total_Grappling_Standups_Landed","R_Total_Grappling_Standups_Landed","B_Total_Grappling_Submissions_Attempts","R_Total_Grappling_Submissions_Attempts","B_Total_Grappling_Takedowns_Attempts","R_Total_Grappling_Takedowns_Attempts","B_Total_Grappling_Takedowns_Landed","R_Total_Grappling_Takedowns_Landed","B_Total_Strikes_Body Significant Strikes_Attempts","R_Total_Strikes_Body Significant Strikes_Attempts","B_Total_Strikes_Body Significant Strikes_Landed","R_Total_Strikes_Body Significant Strikes_Landed","B_Total_Strikes_Body Total Strikes_Attempts","R_Total_Strikes_Body Total Strikes_Attempts","B_Total_Strikes_Body Total Strikes_Landed","R_Total_Strikes_Body Total Strikes_Landed","B_Total_Strikes_Clinch Total Strikes_Attempts","R_Total_Strikes_Clinch Total Strikes_Attempts","B_Total_Strikes_Clinch Total Strikes_Landed","R_Total_Strikes_Clinch Total Strikes_Landed","B_Total_Strikes_Distance Strikes_Attempts","R_Total_Strikes_Distance Strikes_Attempts","B_Total_Strikes_Distance Strikes_Landed","R_Total_Strikes_Distance Strikes_Landed","B_Total_Strikes_Ground Total Strikes_Attempts","R_Total_Strikes_Ground Total Strikes_Attempts","B_Total_Strikes_Ground Total Strikes_Landed","R_Total_Strikes_Ground Total Strikes_Landed","B_Total_Strikes_Head Total Strikes_Attempts","R_Total_Strikes_Head Total Strikes_Attempts","B_Total_Strikes_Head Total Strikes_Landed","R_Total_Strikes_Head Total Strikes_Landed","B_Total_Strikes_Kicks_Attempts","R_Total_Strikes_Kicks_Attempts","B_Total_Strikes_Kicks_Landed","R_Total_Strikes_Kicks_Landed","B_Total_Strikes_Knock Down_Landed","R_Total_Strikes_Knock Down_Landed","B_Total_Strikes_Legs Total Strikes_Attempts","R_Total_Strikes_Legs Total Strikes_Attempts","B_Total_Strikes_Legs Total Strikes_Landed","R_Total_Strikes_Legs Total Strikes_Landed","B_Total_Strikes_Punches_Attempts","R_Total_Strikes_Punches_Attempts","B_Total_Strikes_Punches_Landed","R_Total_Strikes_Punches_Landed","B_Total_Strikes_Total Strikes_Attempts","R_Total_Strikes_Total Strikes_Attempts","B_Total_Strikes_Total Strikes_Landed","R_Total_Strikes_Total Strikes_Landed","B_Total_TIP_Back Control Time","R_Total_TIP_Back Control Time","B_Total_TIP_Clinch Time","R_Total_TIP_Clinch Time","B_Total_TIP_Control Time","R_Total_TIP_Control Time","B_Total_TIP_Distance Time","R_Total_TIP_Distance Time","B_Total_TIP_Ground Control Time","R_Total_TIP_Ground Control Time","B_Total_TIP_Ground Time","R_Total_TIP_Ground Time","B_Total_TIP_Guard Control Time","R_Total_TIP_Guard Control Time","B_Total_TIP_Half Guard Control Time","R_Total_TIP_Half Guard Control Time","B_Total_TIP_Misc. Ground Control Time","R_Total_TIP_Misc. Ground Control Time","B_Total_TIP_Mount Control Time","R_Total_TIP_Mount Control Time","B_Total_TIP_Neutral Time","R_Total_TIP_Neutral Time","B_Total_TIP_Side Control Time","R_Total_TIP_Side Control Time","B_Total_TIP_Standing Time","R_Total_TIP_Standing Time","BPrev","RPrev","BStreak","RStreak","B_Age","R_Age","B_Height","R_Height","B_ID","R_ID","B_Weight","R_Weight","B_Location","R_Location","Max_round","winner"
"0","0","0","2","1","0","2","2","1","1","5","3","3","2","8","8","6","7","14","7","12","2","11","82","5","42","43","35","35","32","60","106","46","60","4","16","4","13","0","0","0","10","0","9","74","97","58","79","68","124","52","76","9","0","34","27","181","144","27","308","170","142","232","565","0","52","48","0","44","80","49","6","67","355","20","4","61","335","1","1","1","0","29","31","157","162","2342","2350","52","52","Dublin Ireland","Windsor, Ontario Canada","3","red"
"0","0","0","1","0","1","0","12","0","3","0","33","0","18","0","51","0","36","0","7","0","5","0","269","0","117","0","69","0","60","0","280","0","135","0","0","0","0","0","1","0","14","0","11","0","0","0","0","0","345","0","182","0","89","0","72","0","752","0","2504","0","723","0","869","0","302","0","159","0","0","0","116","0","2541","0","57","0","2576","0","4","0","1","30","34","172","182","2877","1992","77","77","Rio de Janeiro Brazil","Curitiba Brazil","3","red"
"0","0","0","3","0","1","0","0","0","0","2","14","1","12","2","28","1","26","2","9","2","6","25","26","5","9","0","102","0","94","21","105","2","81","0","18","0","12","0","0","4","4","4","2","0","163","0","133","27","137","7","109","0","4","5","63","14","67","122","209","14","67","45","628","13","0","0","41","0","17","0","0","122","209","1","5","127","272","1","1","0","0","30","27","177","175","2232","2237","61","65","Dallas, TX USA","Lafayette, LA USA","3","blue"
"0","0","7","4","1","0","1","0","0","0","30","28","19","18","33","39","22","29","34","29","25","19","173","175","50","57","42","12","21","9","213","172","71","52","0","52","0","27","0","0","0","0","0","0","0","178","0","99","249","216","96","85","13","0","81","353","139","0","503","452","137","0","369","97","0","0","17","0","0","0","90","0","551","453","17","0","584","805","1","1","1","1","25","35","175","160","2166","1253","56","56","Kapolei, HI USA","Tucson, Arizona USA","3","red"
"0","0","0","0","1","0","15","10","6","3","12","7","7","7","19","7","14","7","58","19","36","19","44","32","15","12","78","62","43","61","142","82","62","61","36","0","34","0","0","1","0","24","0","24","140","0","73","0","180","113","94","92","0","0","317","0","447","0","143","0","251","0","317","0","137","0","7","0","70","0","0","0","223","0","37","0","460","0","1","1","1","1","30","35","167","170","1907","459","65","65","Lindenhurst, New York United States","Johnsburg, Illinois USA","3","blue"
"0","0","0","1","0","0","0","1","0","0","0","2","0","0","0","2","0","0","0","3","0","1","0","69","0","11","0","8","0","8","0","74","0","18","0","0","0","0","0","1","0","4","0","2","0","0","0","0","0","80","0","20","0","0","0","71","0","10","0","263","0","10","0","123","0","0","0","0","0","0","0","10","0","270","0","0","0","334","0","1","0","1","27","27","180","177","2377","2262","70","70","Howell, New Jersey USA","Jefferson, Iowa USA","3","red"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","3","0","0","0","0","0","8","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","8","0","3","0","0","0","0","0","0","0","77","0","0","0","0","0","0","0","0","0","0","0","0","0","77","0","0","0","77","0","1","0","1","31","33","172","170","1791","1994","65","65","Escondido, California USA","Quixada, Ceara Brazil","3","blue"
"0","0","2","1","0","0","2","14","0","5","1","12","1","9","3","18","3","15","0","24","0","18","7","34","2","17","15","26","14","19","19","48","13","23","0","35","0","29","0","0","0","0","0","0","0","58","0","41","22","84","16","54","0","0","28","159","6","449","58","325","6","330","818","416","0","180","0","45","0","63","6","0","69","380","0","42","86","484","1","1","0","1","30","33","175","175","2421","2128","65","65","Dublin Ireland","Glasgow Scotland","3","red"
"0","0","1","0","1","0","3","0","1","0","3","3","1","2","3","3","1","2","2","2","1","1","23","11","3","5","1","0","1","0","19","7","2","2","10","0","5","0","0","0","0","3","0","2","15","0","4","0","26","13","5","6","0","0","64","0","34","0","332","176","34","0","504","3","0","0","9","0","25","0","0","0","355","176","0","0","396","176","1","1","0","0","37","37","190","193","377","1431","119","119","Las Vegas, Nevada USA","Coconut Creek, Florida USA","5","blue"
"0","0","6","7","9","1","42","19","19","8","101","127","77","97","156","170","129","140","73","147","62","108","556","724","163","289","250","218","210","170","715","838","298","353","35","4","19","4","0","1","7","61","7","57","254","39","101","15","879","1089","435","567","371","23","994","1185","1697","1513","2268","3861","1291","886","1514","2171","271","632","355","62","97","0","154","150","2535","4165","43","19","3262","5046","8","9","3","7","24","38","175","175","2157","1997","70","70","Las Vegas, Nevada United States","Brasilia, Distrito Federal Brazil","3","blue"
"0","0","2","0","5","0","22","12","8","6","47","7","36","5","108","11","94","9","96","2","81","1","193","18","80","10","279","139","248","107","407","143","265","105","0","0","0","0","1","0","33","5","31","4","0","0","0","0","568","159","409","118","117","0","735","117","1981","712","1075","158","1581","621","1829","622","366","59","410","81","0","0","597","481","1211","174","91","0","1810","275","6","1","2","1","36","28","190","185","1810","2789","84","84","Tukwila, Washington USA","Fairfield, New Jersey USA","3","red"
"0","0","5","11","0","1","2","18","0","5","16","56","16","46","21","68","21","58","31","84","28","57","98","329","58","140","26","137","24","115","119","475","75","247","0","20","0","15","1","1","15","7","14","7","0","189","0","88","155","550","110","312","0","51","208","827","200","575","540","2038","74","487","328","975","0","0","35","277","0","0","35","159","550","2251","4","0","748","2865","2","6","2","0","33","37","180","187","2337","1968","93","93","Anchorage, Alaska United States","Danbury, Connecticut United States","3","red"
"0","0","0","0","0","0","2","3","0","1","8","11","5","7","12","16","8","12","11","14","8","11","47","69","17","26","17","24","14","19","57","82","25","37","4","6","2","4","0","0","5","8","4","6","16","28","8","14","76","108","40","57","6","13","76","108","105","155","248","366","76","111","148","194","23","30","13","22","5","9","20","28","261","382","5","7","325","472","0","0","0","0","37","30","185","195","2009","1139","93","93","London England","Stockholm Sweden","5","red"
"0","0","0","0","0","0","0","4","0","4","0","17","0","14","0","24","0","21","0","7","0","5","0","171","0","76","0","35","0","28","0","174","0","73","0","16","0","14","0","1","0","15","0","15","0","100","0","42","0","213","0","109","0","0","0","16","0","245","0","1009","0","244","0","288","0","108","0","39","0","97","0","0","0","1024","0","0","0","1025","0","3","0","0","28","27","180","182","2777","1867","77","77","Trondheim Norway","Lethbridge, Alberta Canada","3","blue"
"0","0","1","1","0","0","3","0","2","0","25","4","16","1","25","4","16","1","14","0","13","0","142","33","61","12","5","0","4","0","122","17","51","2","0","0","0","0","0","0","14","12","11","9","0","0","0","0","161","33","78","12","0","0","53","1","25","0","805","342","25","0","43","0","1","0","0","0","0","0","20","0","831","342","4","0","858","343","1","1","0","0","27","34","182","185","2755","2428","84","84","Rome Italy","Sunninghill, Johannesburg Gauteng South Africa","3","blue"
"0","0","0","0","0","0","2","0","1","0","4","0","2","0","6","0","4","0","3","0","2","0","46","0","14","0","4","0","3","0","45","0","13","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","53","0","19","0","0","0","10","0","11","0","435","0","9","0","9","0","7","0","0","0","0","0","2","0","443","0","0","0","445","0","1","0","0","0","29","24","170","172","2331","2359","61","61","Scottsdale, Arizona USA","Chone, Manabi Ecuador","3","red"
"0","0","1","0","0","4","1","11","0","5","12","26","5","20","14","43","7","36","14","36","12","34","83","173","25","64","0","45","0","39","73","195","23","87","0","30","0","25","0","0","10","16","7","14","0","129","0","57","97","254","37","137","0","68","109","594","41","767","771","929","1","503","8","530","0","78","0","0","0","6","1","311","777","975","0","40","880","1523","1","3","0","3","26","30","172","177","2292","2288","70","70","Gdansk Poland","Boca Raton, Florida USA","3","red"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","28","27","172","177","1990","1531","65","65","Newcastle England","Houston , Texas USA","3","red"
"0","1","5","3","4","1","8","12","1","7","14","30","10","20","14","56","10","46","6","52","1","35","308","304","130","83","31","153","31","117","307","444","136","180","8","12","6","9","0","0","24","9","16","9","192","192","68","92","345","509","162","235","8","36","25","321","13","936","1875","1552","13","887","439","1073","0","357","0","295","0","85","5","113","1897","1665","0","1","1900","1873","3","4","0","0","30","31","167","170","2309","2220","61","61","Porterville, California United States","Ventura, California USA","3","blue"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","35","36","187","190","2090","1810","84","84","Omaha, NE USA","Tukwila, Washington USA","3","red"
"0","0","2","0","0","0","0","0","0","0","24","0","18","0","24","0","18","0","61","0","37","0","170","0","64","0","23","0","22","0","201","0","82","0","13","0","11","0","1","0","13","0","11","0","42","0","28","0","254","0","123","0","0","0","328","0","60","0","1125","0","60","0","711","0","19","0","0","0","0","0","41","0","1191","0","0","0","1453","0","4","0","1","0","30","30","180","182","1783","2107","77","77","Riverside, California USA","Coconut Creek, Florida United States","3","blue"
"0","0","0","0","0","0","0","3","0","0","5","22","4","17","20","22","19","17","37","19","31","13","66","97","39","50","44","0","36","0","123","65","83","27","0","44","0","39","0","0","4","29","4","19","0","78","0","40","147","116","106","63","0","0","136","318","54","43","228","485","54","0","592","97","0","0","0","0","0","0","54","0","246","517","0","0","364","803","1","1","0","0","29","30","170","157","2603","2372","52","52","Maui, Hawaii USA","Busan South Korea","3","red"
"0","0","0","2","0","0","0","0","0","0","0","4","0","2","0","9","0","7","0","16","0","15","0","79","0","31","0","0","0","0","0","79","0","33","0","0","0","0","0","0","0","7","0","6","0","0","0","0","0","95","0","46","0","0","0","116","0","78","0","431","0","2","0","55","0","0","0","0","0","0","0","2","0","458","0","0","0","547","0","1","0","1","36","30","180","193","2752","2659","106","113","Odzaci Serbia","Paris France","3","red"
"0","0","1","0","1","0","11","6","4","4","32","6","23","3","41","14","31","11","22","23","11","13","72","67","29","30","68","53","56","44","109","122","56","70","0","14","0","9","0","0","12","7","9","6","0","148","0","103","162","143","96","87","0","0","140","222","326","268","351","453","257","225","261","225","80","84","72","57","0","65","105","0","377","486","0","19","491","675","1","1","1","1","29","33","175","177","2089","514","70","70","Gdynia Poland","Coconut Creek, Florida USA","3","red"
"0","0","0","0","0","2","1","4","0","3","14","11","10","9","15","13","11","11","8","1","7","1","61","98","25","28","19","26","15","19","48","109","17","36","43","21","33","12","0","0","25","3","19","1","47","110","23","40","88","125","47","48","0","0","109","41","233","251","553","612","168","234","440","245","87","63","0","122","81","32","0","0","603","631","0","17","662","653","1","1","0","0","24","26","172","172","2363","2355","61","61","Los Angeles, California USA","San Diego, California USA","3","red"
"0","0","0","0","0","0","0","5","0","2","0","18","0","14","0","29","0","25","0","25","0","25","0","128","0","51","0","6","0","6","0","122","0","49","0","30","0","25","0","0","0","8","0","8","0","129","0","57","0","159","0","82","0","0","0","395","0","225","0","459","0","46","0","46","0","0","0","0","0","6","0","0","0","484","0","40","0","854","0","1","0","1","27","30","177","177","2322","2288","70","70","Hawthorne, California USA","Boca Raton, Florida USA","3","red"
"0","0","2","7","0","0","0","27","0","9","19","88","12","57","26","122","19","89","78","106","52","83","116","287","45","86","14","162","13","128","181","384","90","175","30","43","10","26","1","0","1","49","1","33","161","113","77","78","208","555","110","297","0","19","230","818","28","917","925","1135","9","264","79","400","0","34","0","0","4","89","5","120","950","1224","0","2","1155","1953","4","4","0","0","30","28","187","185","2264","2224","84","84","Temecula, California United States","Toronto, Ontario Canada","3","red"
"1","0","0","12","1","0","37","22","13","10","93","112","75","74","134","116","114","78","104","82","74","64","299","629","95","237","176","154","142","113","396","713","162","305","23","0","15","0","0","2","46","36","32","31","114","0","59","0","579","865","311","414","0","0","197","766","991","833","1600","3456","836","486","909","1108","124","168","172","50","121","0","289","202","1634","3578","130","66","1797","4222","4","6","1","2","31","26","162","165","2084","2103","56","56","Dagestan Republic Russia","Coconut Creek, Florida USA","3","red"
"0","0","0","0","1","0","2","0","1","0","6","0","3","0","6","0","3","0","1","0","1","0","17","0","8","0","7","0","7","0","16","0","10","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","25","0","16","0","36","0","61","0","571","0","120","0","553","0","721","0","93","0","159","0","0","0","162","0","130","0","103","0","181","0","1","0","0","0","27","24","172","177","2504","2760","61","61","Lodz Poland","Zagreb Croatia","3","blue"
"0","1","1","1","1","2","5","7","3","5","43","28","24","22","46","65","27","58","7","40","3","34","208","220","99","81","50","237","40","180","179","396","77","205","35","12","19","5","1","1","40","36","38","32","90","251","31","125","265","497","142","295","0","0","194","253","180","867","1735","1804","138","844","235","1525","76","256","6","341","1","0","55","132","1750","1866","0","115","1929","2057","4","5","1","2","32","31","182","187","2069","786","84","84","Queens, New York USA","Leiden, Holland The Netherlands","3","blue"
"0","0","5","2","4","0","2","4","2","0","64","52","40","41","86","66","62","54","71","126","50","103","261","120","97","59","33","2","24","2","253","126","85","68","52","0","27","0","0","0","21","56","20","42","178","0","99","0","365","248","171","164","30","0","738","0","126","0","704","0","102","0","358","0","43","0","0","0","0","0","29","0","747","0","0","0","1442","0","2","1","2","1","35","30","160","160","1253","1495","56","56","Tucson, Arizona USA","Parkland, WA USA","5","red"
"0","0","0","1","0","0","0","10","0","3","0","34","0","18","0","47","0","31","0","37","0","28","0","300","0","122","0","38","0","30","0","298","0","123","0","11","0","5","0","2","0","30","0","26","0","82","0","36","0","375","0","180","0","0","0","567","0","354","0","2054","0","3533","0","3643","0","3348","0","108","0","11","0","35","0","2081","0","31","0","2621","0","3","0","1","27","32","170","167","2626","2207","70","70","Kanagawa Japan","Cologne Germany","3","red"
"0","0","2","0","1","0","1","1","0","0","71","9","60","5","76","9","65","5","114","5","86","3","346","61","153","21","65","0","56","0","437","57","221","19","75","0","57","0","0","0","10","0","7","0","301","0","172","0","525","66","295","24","71","0","346","0","235","0","1421","0","189","0","309","0","3","0","24","0","45","0","46","0","1528","0","0","0","1767","0","3","1","3","0","25","34","180","172","1936","1954","65","65","Waianae, Hawaii USA","Brooklyn, New York USA","3","blue"
"0","0","3","0","0","0","9","0","5","0","25","0","17","0","34","0","26","0","21","0","20","0","108","0","38","0","57","0","42","0","140","0","62","0","15","0","8","0","0","0","1","0","1","0","49","0","22","0","186","0","100","0","8","0","187","0","360","0","746","0","268","0","868","0","59","0","151","0","28","0","15","0","778","0","7","0","933","0","2","0","0","0","34","32","187","187","2051","2251","84","84","Soure, Para Brazil","Rio de Janeiro Brazil","3","blue"
